internalTaxonId,scientificName,name,language,main
198389,Oxybelis fulgidus,Green Vine Snake,English,true
198390,Oxybelis aeneus,Mexican Vine Snake,English,false
198390,Oxybelis aeneus,Neotropical Vine Snake,English,false
198390,Oxybelis aeneus,Brown Vinesnake,English,true
198391,Oxyrhopus petolarius,Forest Flame Snake,English,true
198401,Rhadinaea decorata,Adorned Graceful Brown Snake,English,true
198414,Sceloporus variabilis,Rose-bellied Lizard,English,false
198414,Sceloporus variabilis,Rosebelly Lizard,English,false
198423,Sibon nebulatus,Caracolera Subtropical,Spanish; Castilian,false
198423,Sibon nebulatus,Cloudy Snail-eating Snake,English,true
198516,Stenorrhina degenhardtii,Degenhardt's Scorpion-eating Snake,English,true
198521,Thamnophis marcianus,Checkered Gartersnake,English,false
198521,Thamnophis marcianus,Checkered Garter Snake,English,false
198522,Thamnophis proximus,Western Ribbonsnake,English,false
198522,Thamnophis proximus,Western Ribbon Snake,English,false
198526,Tretanorhinus nigroluteus,Orangebelly Swamp Snake,English,true
199734,Mesoscincus managuae,Managua Skink,English,true
203039,Coloptychon rhombifer,Isthmian Alligator Lizard,English,true
203040,Diploglossus bilobatus,O'Shaughnessy's Galliwasp,English,true
203042,Diploglossus monotropis,Escorpión Coral,Spanish; Castilian,true
203044,Basiliscus basiliscus,Common Basilisk,English,true
203046,Basiliscus plumifrons,Plumed Basilisk,English,false
203046,Basiliscus plumifrons,Green Basilisk,English,true
203047,Coleonyx mitratus,Central American Banded Gecko,English,true
203048,Anadia ocellata,Ocellated Anadia,English,true
203077,Anolis aquaticus,Aquatic Anole,English,true
203078,Anolis auratus,Grass Anole,English,true
203089,Anolis frenatus,Bridled Anole,English,true
203095,Anolis humilis,Humble Anole,English,true
203097,Anolis insignis,Decorated Anole,English,true
203100,Anolis kemptoni,Kempton's Anole,English,true
203104,Anolis limifrons,Border Anole,English,true
203115,Anolis polylepis,Many-scaled Anole,English,true
203123,Anolis townsendi,Cocos Island Anole,English,true
203132,Anolis woodi,Wood's Anole,English,true
203161,Polychrus gutturosus,Berthold's Bush Anole,English,true
203175,Sphaerodactylus graptolaemus,Costa Rica Least Gecko,English,true
203176,Sphaerodactylus homolepis,Caribbean Least Gecko,English,true
203178,Sphaerodactylus pacificus,Pacific Least Gecko,English,true
203180,Ameiva ameiva,Amazon Racerunner,English,false
203180,Ameiva ameiva,Giant Ameiva,English,true
203193,Anomalepis mexicanus,Mexican Blind Snake,English,true
203195,Helminthophis frontalis,Costa Rica Blind Snake,English,true
203197,Liotyphlops albirostris,Whitenose Blind Snake,English,true
203206,Corallus annulatus,Ringed Tree Boa,English,true
203211,Corallus ruschenbergerii,Dormilona,English,false
203211,Corallus ruschenbergerii,False Manapare,English,false
203211,Corallus ruschenbergerii,Ruschenberger's Tree Boa,English,true
203212,Epicrates maurus,Brown Rainbow Boa,English,true
203279,Chironius exoletus,Linnaeus' Sipo,English,true
203289,Dendrophidion paucicarinatum,Cope's Forest Racer,English,true
203292,Leptophis depressirostris,Cope's Parrot Snake,English,true
203293,Leptophis nebulosus,Oliver's Parrot Snake,English,true
203294,Leptophis riveti,Despax's Parrot Snake,English,true
203304,Oxybelis brevirostris,Cope's Vine Snake,English,true
203307,Scolecophis atrocinctus,Black-banded Snake,English,true
203309,Tantilla alticola,Boulenger's Centipede Snake,English,true
203328,Tantilla supracincta,Banded Centipede Snake,English,true
203336,Trimorphodon quadruplex,Central American Lyre Snake,English,true
203440,Clelia equatoriana,Equatorial Mussurana,English,true
203492,Crisantophis nevermanni,Dunn's Road Guarder,English,true
203501,Dipsas articulata,American Snail-eater,English,true
203502,Dipsas bicolor,Two-colored Snail-eater,English,true
203504,Dipsas tenuissima,Taylor's Snail-eater,English,true
203505,Enuliophis sclateri,Colombian Longtail Snake,English,true
203511,Erythrolamprus mimus,Mimic False Coral Snake,English,true
203525,Geophis downsi,Savage's Earth Snake,English,true
203527,Geophis godmani,Godman's Earth Snake,English,true
203528,Geophis hoffmanni,Hoffmann's Earth Snake,English,true
203537,Hydromorphus concolor,Costa Rica Water Snake,English,true
203551,Ninia maculata,Spotted Coffee Snake,English,true
203583,Rhadinaea calligaster,Thick Graceful Brown Snake,English,true
203584,Rhadinaea pulveriventris,Common Graceful Brown Snake,English,true
203588,Sibon annulatus,Ringed Snail Sucker,English,true
203589,Sibon anthracops,Cope's Snail Sucker,English,true
203590,Sibon argus,Argus Snail Sucker,English,true
203593,Sibon longifrenis,Stejneger's Snail Sucker,English,true
203603,Trimetopon gracile,Günther's Tropical Ground Snake,English,true
203604,Trimetopon pliolepis,Cope's Tropical Ground Snake,English,true
203605,Trimetopon simile,Dunn's Tropical Ground Snake,English,true
203606,Trimetopon viquezi,Viquez's Tropical Ground Snake,English,true
203622,Micrurus alleni,Allen's Coral Snake,English,true
203624,Micrurus clarki,Clark's Coral Snake,English,true
203630,Micrurus multifasciatus,Many-banded Coral Snake,English,true
203652,Scaphiodontophis venustissimus,Common Neckband Snake,English,true
203653,Amerotyphlops costaricensis,Costa Rica Worm Snake,English,true
203657,Atropoides picadoi,Mano de Piedra,Spanish; Castilian,false
203657,Atropoides picadoi,Picado's Pit Viper,English,true
203658,Bothriechis lateralis,Lora,Spanish; Castilian,false
203658,Bothriechis lateralis,Coffee Palm Viper,English,true
203660,Bothriechis nigroviridis,Black-speckled Palm Pit Viper,English,true
203671,Porthidium ophryomegas,Toboba Chinga,Spanish; Castilian,false
203671,Porthidium ophryomegas,Toboba Gato,Spanish; Castilian,false
203671,Porthidium ophryomegas,Slender Hognose Viper,English,true
203676,Anolis pachypus,Thick Anole,English,true
203879,Boa imperator,Colombian Boa,English,false
203879,Boa imperator,Common Northern Boa,English,false
203879,Boa imperator,Hogg Island Boa,English,false
203879,Boa imperator,Imperator Boa,English,false
203879,Boa imperator,Panamian Islands Boa,English,false
203879,Boa imperator,Boa colombiana,Spanish; Castilian,false
203879,Boa imperator,Boa constrictora,Spanish; Castilian,false
203879,Boa imperator,Central American Boa,English,true
44193,Ctenosaura quinquecarinata,Central American Armed Lizard,English,false
44193,Ctenosaura quinquecarinata,Cola Chata,Spanish; Castilian,false
44193,Ctenosaura quinquecarinata,Cola Cuape,Spanish; Castilian,false
44193,Ctenosaura quinquecarinata,Corronchudo,Spanish; Castilian,false
44193,Ctenosaura quinquecarinata,Jamo,Spanish; Castilian,false
44193,Ctenosaura quinquecarinata,Lagartija Negra,Spanish; Castilian,false
44193,Ctenosaura quinquecarinata,Pochota,Spanish; Castilian,false
44193,Ctenosaura quinquecarinata,Five-keeled Spiny-tailed Iguana,English,true
46584,Caiman crocodilus,Common Caiman,English,false
46584,Caiman crocodilus,Lagarto blanco (Peru),English,false
46584,Caiman crocodilus,Baba (Venezuela),Spanish; Castilian,false
46584,Caiman crocodilus,Babilla (Colombia),Spanish; Castilian,false
46584,Caiman crocodilus,Guajipal (Nicaragua),Spanish; Castilian,false
46584,Caiman crocodilus,Jacare tinga (Brazil),Portuguese,false
46584,Caiman crocodilus,Tulisio (Mexico),Spanish; Castilian,false
46584,Caiman crocodilus,Spectacled Caiman,English,true
54560,Atelopus varius,Clown Frog,English,false
54560,Atelopus varius,Golden Frog,English,false
54560,Atelopus varius,Painted Frog,English,false
54560,Atelopus varius,Veragoa Stubfoot Toad,English,false
54560,Atelopus varius,Rana Arlequin Variable,Spanish; Castilian,false
54560,Atelopus varius,Variable Harlequin Frog,English,true
54660,Rhaebo haematiticus,Truando Toad,English,true
54920,Sachatamia ilex,Rana de Vidrio Montana,Spanish; Castilian,false
54920,Sachatamia ilex,Ranita De Cristal,Spanish; Castilian,false
54920,Sachatamia ilex,Limon Giant Glass Frog,English,true
54960,Cochranella euknemos,Ranita de Cristal,Spanish; Castilian,false
54960,Cochranella euknemos,San Jose Cochran Frog,English,true
54964,Cochranella granulosa,Ranita De Cristal,Spanish; Castilian,false
54964,Cochranella granulosa,Grainy Cochran Frog,English,true
55014,Hyalinobatrachium fleischmanni,Northern Glassfrog,English,false
55014,Hyalinobatrachium fleischmanni,Fleischmann's Glass Frog,English,true
55030,Teratohyla pulverata,Ranita de Cristal,Spanish; Castilian,false
55030,Teratohyla pulverata,Chiriqui Glass Frog,English,true
55036,Hyalinobatrachium valerioi,La Palma Glass Frog,English,true
55121,Silverstoneia nubicola,Boquete Rocket Frog,English,true
55174,Dendrobates auratus,Gold Arrow-poison Frog,English,false
55174,Dendrobates auratus,Golden Poison-arrow Frog,English,false
55174,Dendrobates auratus,Green and Black Poison-arrow Frog,English,false
55174,Dendrobates auratus,Green and Black Poison-dart Frog,English,false
55174,Dendrobates auratus,Green and Golden Poison-arrow Frog,English,false
55174,Dendrobates auratus,Green Poison-arrow Frog,English,false
55174,Dendrobates auratus,Green Poison Frog,English,false
55174,Dendrobates auratus,Rana Dardo Venenosa Verde y Negra,Spanish; Castilian,false
55174,Dendrobates auratus,Ranita Verdinegra,Spanish; Castilian,false
55174,Dendrobates auratus,Green And Black Poison Frog,English,true
55186,Oophaga granulifera,Granular Poison-arrow Frog,English,false
55186,Oophaga granulifera,Granulated Poison-dart Frog,English,false
55186,Oophaga granulifera,Granular Poison Frog,English,true
55196,Oophaga pumilio,Flaming Poison-arrow Frog,English,false
55196,Oophaga pumilio,Flaming Poison Frog,English,false
55196,Oophaga pumilio,Red-and-blue Poison Frog,English,false
55196,Oophaga pumilio,Strawberry Poison-dart Frog,English,false
55196,Oophaga pumilio,Strawberry Poison Frog,English,true
55263,Phyllobates lugubris,Lovely Poison-arrow Frog,English,false
55263,Phyllobates lugubris,Lovely Poison Frog,English,true
151594717,Cruziohyla calcarifer,Rana de Arból Esplendida,Spanish; Castilian,false
151594717,Cruziohyla calcarifer,Splendid Tree Frog,English,true
55290,Agalychnis callidryas,Red-eyed Leaf frog,English,false
55290,Agalychnis callidryas,Rana Arborícola,Spanish; Castilian,false
55290,Agalychnis callidryas,Red-eyed Treefrog,English,true
77651850,Agalychnis spurrelli,Gliding Leaf Frog,English,false
77651850,Agalychnis spurrelli,Gliding Treefrog,English,true
55296,Triprion spinosus,Coronated Treefrog,English,false
55296,Triprion spinosus,Crowned Hyla,English,false
55296,Triprion spinosus,Spine-headed Tree Frog,English,false
55296,Triprion spinosus,Spinyhead Treefrog,English,false
55296,Triprion spinosus,Rana de Corona,Spanish; Castilian,false
55296,Triprion spinosus,Spiny-headed Treefrog,English,true
55482,Ecnomiohyla fimbrimembra,Heredia Treefrog,English,true
55586,Hyloscirtus palmeri,Palmer's Treefrog,English,true
55627,Isthmohyla rivularis,American Cinchona Plantation Treefrog,English,true
55632,Boana rosenbergi,Rosenberg's Gladiator Treefrog,English,false
55632,Boana rosenbergi,Rosenberg's Treefrog,English,true
55701,Isthmohyla zeteki,Zetek's Treefrog,English,true
55855,Agalychnis lemur,Lemur Leaf Frog,English,true
56010,Smilisca sila,Panama Cross-banded Treefrog,English,true
56406,Pristimantis altae,Sapito De Hojarasca,Spanish; Castilian,false
56406,Pristimantis altae,Mountain Robber Frog,English,true
56472,Craugastor bransfordii,Bransford's Robber Frog,English,true
56482,Strabomantis bufoniformis,Rusty Robber Frog,English,true
56497,Pristimantis caryophyllaceus,La Loma Robber Frog,English,true
56501,Pristimantis cerasinus,Limon Robber Frog,English,true
56528,Craugastor crassidigitus,Isla Bonita Robber Frog,English,true
56560,Diasporus diastema,Caretta Robber Frog,English,false
56560,Diasporus diastema,Common Dink Frog,English,true
5659,Crocodylus acutus,Caiman Aguja,Spanish; Castilian,false
5659,Crocodylus acutus,Caimán americano,Spanish; Castilian,false
5659,Crocodylus acutus,Caimán de la Costa,Spanish; Castilian,false
5659,Crocodylus acutus,Cocodrilo,Spanish; Castilian,false
5659,Crocodylus acutus,Cocodrilo americano,Spanish; Castilian,false
5659,Crocodylus acutus,Cocodrilo de Río,Spanish; Castilian,false
5659,Crocodylus acutus,Crocodile Americain,French,false
5659,Crocodylus acutus,Lagarto,Spanish; Castilian,false
5659,Crocodylus acutus,Lagarto aguia,Spanish; Castilian,false
5659,Crocodylus acutus,Lagarto Amarillo,Spanish; Castilian,false
5659,Crocodylus acutus,Lagarto blanco,Spanish; Castilian,false
5659,Crocodylus acutus,Lagarto Real,Spanish; Castilian,false
5659,Crocodylus acutus,American Crocodile,English,true
56609,Pristimantis gaigei,Fort Randolph Robber Frog,English,true
56777,Pristimantis moro,La Hondura Robber Frog,English,true
56795,Craugastor noblei,Noble's Robber Frog,English,true
154033310,Craugastor podiciferus,Piglet Flesh-bellied Frog,English,false
154033310,Craugastor podiciferus,Polymorphic Dirt Frog,English,false
154033310,Craugastor podiciferus,Cerro Utyum Robber Frog,English,true
56933,Craugastor rugosus,Veragua Robber Frog,English,true
56991,Pristimantis taeniatus,Banded Robber Frog,English,true
56995,Craugastor taurus,South Pacific Streamside Frog,English,false
56995,Craugastor taurus,Golfito Robber Frog,English,true
57049,Diasporus vocator,Agua Buena Dink Frog,English,false
57049,Diasporus vocator,Agua Buena Robber Frog,English,false
57049,Diasporus vocator,Vocal Dink Frog,English,true
57816,Hypopachus pictiventris,Southern Narrow-mouthed Toad,English,false
57816,Hypopachus pictiventris,Nicaragua Narrowmouth Toad,English,true
57900,Ctenophryne aterrima,Costa Rica Nelson Frog,English,true
58732,Lithobates taylori,Peralta Frog,English,true
59147,Bolitoglossa colonnea,La Loma Salamander,English,true
59155,Bolitoglossa diminuta,Quebrada Valverde Salamander,English,true
59172,Bolitoglossa lignicolor,Camron Mushroomtongue Salamander,English,true
59210,Bolitoglossa striatula,Cukra Mushroomtongue Salamander,English,true
59323,Oedipina savagei,Savage's Worm Salamander,English,true
59327,Oedipina uniformis,Cienega Colorado Worm Salamander,English,true
63774,Drymarchon melanurus,Central American Indigo Snake,English,false
63774,Drymarchon melanurus,Western Indigo Snake,English,true
63837,Leptodeira nigrofasciata,Black-banded Cat-eyed Snake,English,true
64003310,Phrynonax poecilonotus,Puffing Snake,English,true
63917,Sibon dimidiatus,Slender Snail Sucker,English,true
11534,Lepidochelys olivacea,Pacific Ridley,English,false
11534,Lepidochelys olivacea,Ridley du Pacifique,French,false
11534,Lepidochelys olivacea,Tartaruga-comum,Portuguese,false
11534,Lepidochelys olivacea,Tartaruga-oliva,Portuguese,false
11534,Lepidochelys olivacea,Tartaruga-pequena,Portuguese,false
11534,Lepidochelys olivacea,Tortue Bâtarde,French,false
11534,Lepidochelys olivacea,Tortue de Ridley,French,false
11534,Lepidochelys olivacea,Tortue Olivâtre,French,false
11534,Lepidochelys olivacea,Tortuga Carpintera,Spanish; Castilian,false
11534,Lepidochelys olivacea,Tortuga Golfina,Spanish; Castilian,false
11534,Lepidochelys olivacea,Tortuga Guaraguá,Spanish; Castilian,false
11534,Lepidochelys olivacea,Tortuga Lora,Spanish; Castilian,false
11534,Lepidochelys olivacea,Tortuga Manila,Spanish; Castilian,false
11534,Lepidochelys olivacea,Tortuga Mulato,Spanish; Castilian,false
11534,Lepidochelys olivacea,Tortuga Olivacea,Spanish; Castilian,false
11534,Lepidochelys olivacea,Tortuga Parlama,Spanish; Castilian,false
11534,Lepidochelys olivacea,الزيتونية ريدلي سلحفاة,Arabic,false
11534,Lepidochelys olivacea,Olive Ridley,English,true
176130,Hemidactylus frenatus,Common House Gecko,English,false
176130,Hemidactylus frenatus,Pacific Gecko,English,false
176130,Hemidactylus frenatus,疣尾蜥虎,Chinese,false
19836,Saimiri oerstedii,Black-crowned Central American Squirrel Monkey,English,false
19836,Saimiri oerstedii,Central American Squirrel Monkey,English,false
19836,Saimiri oerstedii,Red-backed Squirrel Monkey,English,false
19836,Saimiri oerstedii,Barizo Dorsirrojo,Spanish; Castilian,false
19836,Saimiri oerstedii,Mono Ardilla,Spanish; Castilian,false
19836,Saimiri oerstedii,Mono Titi,Spanish; Castilian,false
19836,Saimiri oerstedii,Mono Tití,Spanish; Castilian,false
19836,Saimiri oerstedii,Saïmiri À Dos Roux,French,false
19836,Saimiri oerstedii,Singe-écureuil À Dos Rouge,French,false
19836,Saimiri oerstedii,Singe-écureuil À Dos Roux,French,false
19836,Saimiri oerstedii,Titi,Spanish; Castilian,false
22103,Trichechus manatus,West Indian Manatee,English,false
22103,Trichechus manatus,Lamantin,French,false
22103,Trichechus manatus,Manati,Spanish; Castilian,false
22103,Trichechus manatus,Peixi-boi,Portuguese,false
22103,Trichechus manatus,American Manatee,English,true
41065,Rhinella marina,Agua Toad,English,false
41065,Rhinella marina,Giant Marine Toad,English,false
41065,Rhinella marina,Giant Toad,English,false
41065,Rhinella marina,Marine Toad,English,false
41065,Rhinella marina,Shoulder-knot Frog,English,false
41065,Rhinella marina,Crapaud,French,false
41065,Rhinella marina,Oohikigaeru,Japanese,false
41065,Rhinella marina,Sapo Común,Spanish; Castilian,false
41065,Rhinella marina,Sapo Cururu,Portuguese,false
41065,Rhinella marina,Sapo Grande,Spanish; Castilian,false
41065,Rhinella marina,Tulumba (quechua),Undetermined,false
41065,Rhinella marina,Cane Toad,English,true
41777,Pecari tajacu,Báquiro Cinchado,Spanish; Castilian,false
41777,Pecari tajacu,Cateto,Portuguese,false
41777,Pecari tajacu,Coche De Monte,Spanish; Castilian,false
41777,Pecari tajacu,Pécari à collier,French,false
41777,Pecari tajacu,Pecarí De Collar,Spanish; Castilian,false
41777,Pecari tajacu,Porco de Mato,Portuguese,false
41777,Pecari tajacu,Saíno,Spanish; Castilian,false
41777,Pecari tajacu,Collared Peccary,English,true
4615,Chelonia mydas,Aruanã,Portuguese,false
4615,Chelonia mydas,Tartaruga Verde,Portuguese,false
4615,Chelonia mydas,Tortue comestible,French,false
4615,Chelonia mydas,Tortue franche,French,false
4615,Chelonia mydas,Tortue verte,French,false
4615,Chelonia mydas,Tortuga Blanca,Spanish; Castilian,false
4615,Chelonia mydas,Tortuga Verde,Spanish; Castilian,false
4615,Chelonia mydas,الخضراء السلحفاة,Arabic,false
4615,Chelonia mydas,Green Turtle,English,true
55006,Hyalinobatrachium chirripoi,Ranita De Cristal,Spanish; Castilian,false
55006,Hyalinobatrachium chirripoi,Suretka Glass Frog,English,true
55367,Hemiphractus fasciatus,Banded Horned Treefrog,English,true
55329,Gastrotheca cornuta,Horned Marsupial Frog,English,true
55558,Dendropsophus microcephalus,Yellow Cricket Treefrog,English,false
55558,Dendropsophus microcephalus,Yellow Treefrog,English,false
55558,Dendropsophus microcephalus,Ranita Misera,Spanish; Castilian,false
55558,Dendropsophus microcephalus,Small-headed Treefrog,English,true
55811,Osteopilus septentrionalis,Giant Tree-frog,English,false
55811,Osteopilus septentrionalis,Cuban Treefrog,English,true
56006,Smilisca baudinii,Baudin's Treefrog,English,false
56006,Smilisca baudinii,Mexican Smilisca,English,false
56006,Smilisca baudinii,Mexican Tree Frog,English,false
56006,Smilisca baudinii,Tooter,English,false
56006,Smilisca baudinii,Van Vliet's Frog,English,false
56006,Smilisca baudinii,Common Mexican Treefrog,English,true
56684,Eleutherodactylus johnstonei,Johnstone's Robber Frog,English,false
56684,Eleutherodactylus johnstonei,Coqui Antillano,Spanish; Castilian,false
56684,Eleutherodactylus johnstonei,Lesser Antillean Whistling Frog,English,true
57114,Leptodactylus bolivianus,Sapo-rana Boliviano,Spanish; Castilian,false
57114,Leptodactylus bolivianus,Bolivian White-lipped Frog,English,true
57127,Leptodactylus fragilis,Cope's White-lipped Frog,English,false
57127,Leptodactylus fragilis,Mexican White-lipped Frog,English,false
57127,Leptodactylus fragilis,White-jawed Frog,English,false
57127,Leptodactylus fragilis,White-jawed Robber Frog,English,false
57127,Leptodactylus fragilis,White-lipped Foamfrog,English,false
57127,Leptodactylus fragilis,White-lipped Frog,English,false
57127,Leptodactylus fragilis,White-lipped Thin-toed Frog,English,false
57127,Leptodactylus fragilis,Sapo-rana Labiado,Spanish; Castilian,false
57127,Leptodactylus fragilis,American White Lipped Frog,English,true
58565,Lithobates catesbeianus,Bullfrog,English,false
58565,Lithobates catesbeianus,Common Bullfrog,English,false
58565,Lithobates catesbeianus,Grenouille-taureau,French,false
58565,Lithobates catesbeianus,Rana Toro,Spanish; Castilian,false
58565,Lithobates catesbeianus,Rana Toro,Italian,false
58565,Lithobates catesbeianus,Ushigaeru,Japanese,false
58565,Lithobates catesbeianus,American Bullfrog,English,true
6336,Delphinus delphis,Atlantic Dolphin,English,false
6336,Delphinus delphis,Pacific Dolphin,English,false
6336,Delphinus delphis,Saddle-backed Dolphin,English,false
6336,Delphinus delphis,Short-beaked Saddleback Dolphin,English,false
6336,Delphinus delphis,Dauphin commun,French,false
6336,Delphinus delphis,Delfín Común,Spanish; Castilian,false
6336,Delphinus delphis,Delfín Común,Spanish; Castilian,false
6336,Delphinus delphis,Short-beaked Common Dolphin,English,true
63768,Dendrophidion vinitor,Barred Forest Racer,English,true
64296,Agkistrodon bilineatus,Castellana,Spanish; Castilian,false
64296,Agkistrodon bilineatus,Cantil,Spanish; Castilian,true
64344,Porthidium nasutum,Víbora de Hoja Nasal,English,false
64344,Porthidium nasutum,Tamagá,Spanish; Castilian,false
64344,Porthidium nasutum,Hognosed Pit Viper,English,true
8005,Eretmochelys imbricata,Caret,French,false
8005,Eretmochelys imbricata,Tortue à bec faucon,French,false
8005,Eretmochelys imbricata,Tortue à écailles,French,false
8005,Eretmochelys imbricata,Tortue Caret,French,false
8005,Eretmochelys imbricata,Tortue imbriquée,French,false
8005,Eretmochelys imbricata,Tortuga de Carey,Spanish; Castilian,false
8005,Eretmochelys imbricata,سلحفاة صقرية المنقار,Arabic,false
8005,Eretmochelys imbricata,Hawksbill Turtle,English,true
55600,Isthmohyla picadoi,Volcan Barba Treefrog,English,true
203553,Ninia psephota,Cope's Coffee Snake,English,true
39960,Alouatta palliata,Ecuadorian Mantled Howling Monkey,English,false
39960,Alouatta palliata,South Pacific Blackish Howling Monkey,English,false
39960,Alouatta palliata,Aullador De La Costa,Spanish; Castilian,false
39960,Alouatta palliata,Mantelbrüllaffe,German,false
39960,Alouatta palliata,Mono Aullador,Spanish; Castilian,false
39960,Alouatta palliata,Mono Congo,Spanish; Castilian,false
39960,Alouatta palliata,Saraguato,Spanish; Castilian,false
39960,Alouatta palliata,Mantled Howler Monkey,English,true
2279,Ateles geoffroyi,Black-handed Spider Monkey,English,false
2279,Ateles geoffroyi,Black-headed Spider Monkey,English,false
2279,Ateles geoffroyi,Central American Spider Monkey,English,false
2279,Ateles geoffroyi,Central American Spider Monkey,English,false
2279,Ateles geoffroyi,Mono Colorado,English,false
2279,Ateles geoffroyi,Atèle De Geoffroy,French,false
2279,Ateles geoffroyi,Geoffroy-Klammeraffe,German,false
2279,Ateles geoffroyi,Mico,Spanish; Castilian,false
2279,Ateles geoffroyi,Mono Araña,Spanish; Castilian,false
2279,Ateles geoffroyi,Geoffroy’s Spider Monkey,English,true
81265980,Cebus imitator,Mono Carablanca,Spanish; Castilian,false
81265980,Cebus imitator,Panama-Kapuzineraffe,German,false
81265980,Cebus imitator,Sapajou du Panama,French,false
81265980,Cebus imitator,Panamanian White-throated Capuchin,English,true
12304,Lontra longicaudis,La Plata Otter,English,false
12304,Lontra longicaudis,Long-tailed Otter,English,false
12304,Lontra longicaudis,Neotropical River Otter,English,false
12304,Lontra longicaudis,South American River Otter,English,false
12304,Lontra longicaudis,Gato de Agua,Spanish; Castilian,false
12304,Lontra longicaudis,Lobito del Plata,Spanish; Castilian,false
12304,Lontra longicaudis,Lobito de Río,Spanish; Castilian,false
12304,Lontra longicaudis,Loutre à longue queue,French,false
12304,Lontra longicaudis,Loutre d'AmériquedDu Sud,French,false
12304,Lontra longicaudis,Nutria De Agua,Spanish; Castilian,false
12304,Lontra longicaudis,Perro De Agua,Spanish; Castilian,false
12304,Lontra longicaudis,Taira,Spanish; Castilian,false
