internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
198414,Sceloporus variabilis,"Sceloporus marmoratus Hallowell, 1852",Sceloporus,marmoratus,"Hallowell, 1852",,
198423,Sibon nebulatus,"Coluber nebulatus Linnaeus, 1758",Coluber,nebulatus,"Linnaeus, 1758",,
198516,Stenorrhina degenhardtii,"Calamaria degenhardtii Berthold, 1846",Calamaria,degenhardtii,"Berthold, 1846",,
198540,Xenodon rabdocephalus,"Coluber rabdocephalus Wied-Neuwied, 1824",Coluber,rabdocephalus,"Wied-Neuwied, 1824",,
199734,Mesoscincus managuae,"Eumeces managuae Dunn, 1933",Eumeces,managuae,"Dunn, 1933",,
203039,Coloptychon rhombifer,"Gerrhonotus rhombifer Peters, 1876",Gerrhonotus,rhombifer,"Peters, 1876",,
203040,Diploglossus bilobatus,"Celestus bilobatus O'Shaugnessy, 1874",Celestus,bilobatus,"O'Shaugnessy, 1874",,
203042,Diploglossus monotropis,"Scincus monotropis Kuhl, 1820",Scincus,monotropis,"Kuhl, 1820",,
203044,Basiliscus basiliscus,"Lacerta basiliscus Linnaeus, 1758",Lacerta,basiliscus,"Linnaeus, 1758",,
203047,Coleonyx mitratus,"Brachydactylus mitratus Peters, 1863",Brachydactylus,mitratus,"Peters, 1863",,
203050,Bachia blairi,"Scolecosaurus blairi Dunn, 1940",Scolecosaurus,blairi,"Dunn, 1940",,
203077,Anolis aquaticus,"Norops aquaticus, (Taylor, 1956)",Norops,"aquaticus,","(Taylor, 1956)",,
203088,Anolis datzorum,"Norops datzorum ( Köhler, Ponce, Sunyer & Batista, 2007)",Norops,datzorum,"( Köhler, Ponce, Sunyer & Batista, 2007)",,
203089,Anolis frenatus,"Dactyloa frenata (Cope, 1899)",Dactyloa,frenata,"(Cope, 1899)",,
203095,Anolis humilis,"Norops humilis (Peters, 1863)",Norops,humilis,"(Peters, 1863)",,
203096,Anolis ibanezi,"Dactyloa ibanezi (Poe, Latella, Ryan & Schaad, 2009)",Dactyloa,ibanezi,"(Poe, Latella, Ryan & Schaad, 2009)",,
203096,Anolis ibanezi,Anolis chocorum Myers 1971 (in part),Anolis,chocorum,Myers 1971 (in part),,
203097,Anolis insignis,"Dactyloa insignis (Cope, 1871)",Dactyloa,insignis,"(Cope, 1871)",,
203097,Anolis insignis,Diaphoranolis brooksi Barbour 1923,Diaphoranolis,brooksi,Barbour 1923,,
203100,Anolis kemptoni,"Norops kemptoni (Dunn, 1940)",Norops,kemptoni,"(Dunn, 1940)",,
203100,Anolis kemptoni,"Anolis pandoensis (Savage & Guyer, 1998)",Anolis,pandoensis,"(Savage & Guyer, 1998)",,
203104,Anolis limifrons,"Norops limifrons (Cope, 1871)",Norops,limifrons,"(Cope, 1871)",,
203107,Anolis microtus,"Dactyloa microtus, (Cope, 1871)",Dactyloa,"microtus,","(Cope, 1871)",,
203112,Anolis oxylophus,"Norops oxylophus (Cope, 1876)",Norops,oxylophus,"(Cope, 1876)",,
203115,Anolis polylepis,"Norops polylepis (Peyers, 1874)",Norops,polylepis,"(Peyers, 1874)",,
203123,Anolis townsendi,"Norops townsendi (Stejneger, 1900)",Norops,townsendi,"(Stejneger, 1900)",,
203125,Anolis tropidolepis,"Norops tropidolepis (Boulenger, 1885)",Norops,tropidolepis,"(Boulenger, 1885)",,
203132,Anolis woodi,"Norops woodi (Dunn, 1940)",Norops,woodi,"(Dunn, 1940)",,
203180,Ameiva ameiva,"Lacerta ameiva Linnaeus, 1758",Lacerta,ameiva,"Linnaeus, 1758",,
203195,Helminthophis frontalis,"Typhlops frontalis Peters, 1860",Typhlops,frontalis,"Peters, 1860",,
203197,Liotyphlops albirostris,"Rhinotyphlops albirostris Peters, 1857",Rhinotyphlops,albirostris,"Peters, 1857",,
203206,Corallus annulatus,"Xiphosoma annulatum Cope, 1876",Xiphosoma,annulatum,"Cope, 1876",,
203211,Corallus ruschenbergerii,"Xiphosoma ruschenbergerii Cope, 1876",Xiphosoma,ruschenbergerii,"Cope, 1876",,
203279,Chironius exoletus,"Coluber exoletus Linnaeus, 1758",Coluber,exoletus,"Linnaeus, 1758",,
203280,Chironius flavopictus,"Chironius carinatus ssp. flavopictus (Werner, 1909)",Chironius,carinatus,,subspecies,"(Werner, 1909)"
203280,Chironius flavopictus,"Herpetodryas carinatus var. flavopicta Werner, 1909",Herpetodryas,carinatus,,variety,"Werner, 1909"
203289,Dendrophidion paucicarinatum,"Drymobius paucicarinatus Cope, 1894",Drymobius,paucicarinatus,"Cope, 1894",,
203292,Leptophis depressirostris,"Philothamnus depressirostris Cope, 1861",Philothamnus,depressirostris,"Cope, 1861",,
203297,Mastigodryas alternatus,"Coryphodon alternatus Bocourt, 1884",Coryphodon,alternatus,"Bocourt, 1884",,
203304,Oxybelis brevirostris,"Dryophis brevirostris Cope, 1861",Dryophis,brevirostris,"Cope, 1861",,
203307,Scolecophis atrocinctus,"Calamaria atrocincta Schlegel, 1837",Calamaria,atrocincta,"Schlegel, 1837",,
203309,Tantilla alticola,"Homalocranium alticola Boulenger, 1903",Homalocranium,alticola,"Boulenger, 1903",,
203326,Tantilla ruficeps,"Pogonaspis ruficeps Cope, 1894",Pogonaspis,ruficeps,"Cope, 1894",,
203328,Tantilla supracincta,"Homalocranion supracinctum Peters, 1863",Homalocranion,supracinctum,"Peters, 1863",,
203336,Trimorphodon quadruplex,"Trimorphodon biscutatus ssp. quadruplex Smith, 1941",Trimorphodon,biscutatus,,subspecies,"Smith, 1941"
203440,Clelia equatoriana,"Barbourina equatoriana Amaral, 1924",Barbourina,equatoriana,"Amaral, 1924",,
203492,Crisantophis nevermanni,"Conophis nevermanni Dunn, 1937",Conophis,nevermanni,"Dunn, 1937",,
203501,Dipsas articulata,"Leptognathus articulata Cope, 1868",Leptognathus,articulata,"Cope, 1868",,
203502,Dipsas bicolor,"Neopareas bicolor Günther, 1895",Neopareas,bicolor,"Günther, 1895",,
203505,Enuliophis sclateri,"Leptocalamus sclateri Boulenger, 1894",Leptocalamus,sclateri,"Boulenger, 1894",,
203511,Erythrolamprus mimus,"Opheomorphus mimus Cope, 1868",Opheomorphus,mimus,"Cope, 1868",,
203528,Geophis hoffmanni,"Colobognathus hoffmanni Peters, 1859",Colobognathus,hoffmanni,"Peters, 1859",,
203541,Leptodeira rhombifera,"Leptodeira annulata ssp. rhombifera Günther, 1872",Leptodeira,annulata,,subspecies,"Günther, 1872"
203542,Leptodeira rubricata,"Sibon septentrionales ssp. rubricatum Cope, 1893",Sibon,septentrionales,,subspecies,"Cope, 1893"
203551,Ninia maculata,"Streptophorus maculatus Peters, 1861",Streptophorus,maculatus,"Peters, 1861",,
203583,Rhadinaea calligaster,"Contia calligaster Cope, 1876",Contia,calligaster,"Cope, 1876",,
203588,Sibon annulatus,"Leptognathus annulata Günther, 1872",Leptognathus,annulata,"Günther, 1872",,
203589,Sibon anthracops,"Leptognathus anthracops Cope, 1868",Leptognathus,anthracops,"Cope, 1868",,
203590,Sibon argus,"Leptognathus argus Cope, 1876",Leptognathus,argus,"Cope, 1876",,
203593,Sibon longifrenis,"Mesopeltis longifrenis Stejneger, 1909",Mesopeltis,longifrenis,"Stejneger, 1909",,
203603,Trimetopon gracile,"Ablabes gracilis Günther, 1872",Ablabes,gracilis,"Günther, 1872",,
203615,Urotheca fulviceps,"Rhadinaea fulviceps Cope, 1886",Rhadinaea,fulviceps,"Cope, 1886",,
203621,Urotheca pachyura,"Contia pachyura Cope, 1875",Contia,pachyura,"Cope, 1875",,
203629,Micrurus mosquitensis,"Micrurus nigrocinctus ssp. mosquitensis Schmidt, 1933",Micrurus,nigrocinctus,,subspecies,"Schmidt, 1933"
203630,Micrurus multifasciatus,"Elaps multifasciatus Jan, 1858",Elaps,multifasciatus,"Jan, 1858",,
203633,Epictia ater,"Leptotyphlops ater Taylor, 1940",Leptotyphlops,ater,"Taylor, 1940",,
203652,Scaphiodontophis venustissimus,"Henicognathus venustissimus Günther, 1893",Henicognathus,venustissimus,"Günther, 1893",,
203653,Amerotyphlops costaricensis,"Typhlops costaricensis Jimenez &amp; Savage, 1963",Typhlops,costaricensis,"Jimenez &amp; Savage, 1963",,
203657,Atropoides picadoi,"Trimeresurus nummifer ssp. picadoi Dunn, 1939",Trimeresurus,nummifer,,subspecies,"Dunn, 1939"
203671,Porthidium ophryomegas,"Bothrops ophryomegas Bocourt, 1868",Bothrops,ophryomegas,"Bocourt, 1868",,
203676,Anolis pachypus,"Norops pachypus (Cope, 1876)",Norops,pachypus,"(Cope, 1876)",,
203879,Boa imperator,"Boa constrictor ssp. imperator Daudin, 1803",Boa,constrictor,,subspecies,"Daudin, 1803"
44193,Ctenosaura quinquecarinata,"Cyclura quinquecarinata Gray, 1842",Cyclura,quinquecarinata,"Gray, 1842",,
44193,Ctenosaura quinquecarinata,"Enyaliosaurus quinquecarinatus (Gray, 1845)",Enyaliosaurus,quinquecarinatus,"(Gray, 1845)",,
46584,Caiman crocodilus,"Caiman sclerops Schneider, 1801",Caiman,sclerops,"Schneider, 1801",,
46584,Caiman crocodilus,"Lacerta crocodilus Linnaeus, 1758",Lacerta,crocodilus,"Linnaeus, 1758",,
54560,Atelopus varius,"Phrynidium varium var. adspersum Lichtenstein & Martens, 1856",Phrynidium,varium,,variety,"Lichtenstein & Martens, 1856"
54560,Atelopus varius,"Phrynidium  varium var. maculatum  Lichtenstein & Martens, 1856",Phrynidium ,varium,,variety,"Lichtenstein & Martens, 1856"
54560,Atelopus varius,"Hylaemorphus bibronii Schmidt, 1857",Hylaemorphus,bibronii,"Schmidt, 1857",,
54560,Atelopus varius,"Hylaemorphus dumerilii Schmidt, 1857",Hylaemorphus,dumerilii,"Schmidt, 1857",,
54560,Atelopus varius,"Hylaemorphus plutonius Jan, 1857",Hylaemorphus,plutonius,"Jan, 1857",,
54560,Atelopus varius,"Hylaemorphus pluto Schmidt, 1858",Hylaemorphus,pluto,"Schmidt, 1858",,
54560,Atelopus varius,"Atelopus varius var. maculatus Peters, 1873",Atelopus,varius,,variety,"Peters, 1873"
54560,Atelopus varius,"Phryniscus dumerilii Brocchi, 1882",Phryniscus,dumerilii,"Brocchi, 1882",,
54560,Atelopus varius,"Atelopus bibronii Boulenger, 1894",Atelopus,bibronii,"Boulenger, 1894",,
54560,Atelopus varius,"Atelopus  varius ssp. maculatus Dunn, 1931",Atelopus ,varius,,subspecies,"Dunn, 1931"
54560,Atelopus varius,"Atelopus varius ssp. loomisi Taylor, 1952",Atelopus,varius,,subspecies,"Taylor, 1952"
54560,Atelopus varius,"Atelopus varius ssp. ambulatorius Taylor, 1952",Atelopus,varius,,subspecies,"Taylor, 1952"
54560,Atelopus varius,"Atelopus loomisi Taylor, 1955",Atelopus,loomisi,"Taylor, 1955",,
54560,Atelopus varius,"Atelopus varius ssp. bibroni Cochran and Goin, 1970",Atelopus,varius,,subspecies,"Cochran and Goin, 1970"
54560,Atelopus varius,"Phryniscus bibronii (Schmidt, 1857)",Phryniscus,bibronii,"(Schmidt, 1857)",,
54560,Atelopus varius,"Phryniscus varius (Lichtenstein & Martens, 1856)",Phryniscus,varius,"(Lichtenstein & Martens, 1856)",,
54560,Atelopus varius,"Phrynidium bibronii (Schmidt, 1857)",Phrynidium,bibronii,"(Schmidt, 1857)",,
54560,Atelopus varius,"Atelopus  varius ssp. varius (Lichtenstein & Martens, 1856)",Atelopus ,varius,,subspecies,"(Lichtenstein & Martens, 1856)"
54560,Atelopus varius,"Phrynidium varium Lichtenstein & Martens, 1856",Phrynidium,varium,"Lichtenstein & Martens, 1856",,
54660,Rhaebo haematiticus,"Bufo melanogaster Hallowell, 1861",Bufo,melanogaster,"Hallowell, 1861",,
54660,Rhaebo haematiticus,"Bufo haematiticus var. lachrymans Cope, 1862",Bufo,haematiticus,,variety,"Cope, 1862"
54660,Rhaebo haematiticus,"Bufo caeruleocellatus Fowler, 1913",Bufo,caeruleocellatus,"Fowler, 1913",,
54660,Rhaebo haematiticus,"Bufo haematiticus Cope, 1862",Bufo,haematiticus,"Cope, 1862",,
54920,Sachatamia ilex,"Centrolene ilex (Savage, 1967)",Centrolene,ilex,"(Savage, 1967)",,
54920,Sachatamia ilex,"Centrolenella  ilex Savage, 1967",Centrolenella ,ilex,"Savage, 1967",,
54960,Cochranella euknemos,"Centrolenella euknemos Savage & Starrett, 1967",Centrolenella,euknemos,"Savage & Starrett, 1967",,
54964,Cochranella granulosa,"Centrolenella granulosa Taylor, 1949",Centrolenella,granulosa,"Taylor, 1949",,
55014,Hyalinobatrachium fleischmanni,"Centrolenella viridissima Taylor, 1942",Centrolenella,viridissima,"Taylor, 1942",,
55014,Hyalinobatrachium fleischmanni,"Cochranella millepunctata Taylor, 1958",Cochranella,millepunctata,"Taylor, 1958",,
55014,Hyalinobatrachium fleischmanni,"Hylella chrysops Cope, 1894",Hylella,chrysops,"Cope, 1894",,
55014,Hyalinobatrachium fleischmanni,"Cochranella decorata Taylor, 1958",Cochranella,decorata,"Taylor, 1958",,
55014,Hyalinobatrachium fleischmanni,"Hylella  fleischmanni Boettger, 1893",Hylella ,fleischmanni,"Boettger, 1893",,
55030,Teratohyla pulverata,"Cochranella pulverata (Peters, 1873)",Cochranella,pulverata,"(Peters, 1873)",,
55030,Teratohyla pulverata,"Hyalinobatrachium pulveratum (Peters, 1873)",Hyalinobatrachium,pulveratum,"(Peters, 1873)",,
55030,Teratohyla pulverata,"Cochranella petersi Goin, 1961",Cochranella,petersi,"Goin, 1961",,
55030,Teratohyla pulverata,"Centrolenella petersi (Goin, 1961)",Centrolenella,petersi,"(Goin, 1961)",,
55030,Teratohyla pulverata,"Hyla pulverata Peters, 1873",Hyla,pulverata,"Peters, 1873",,
55036,Hyalinobatrachium valerioi,"Centrolene valerioi Dunn, 1931",Centrolene,valerioi,"Dunn, 1931",,
55036,Hyalinobatrachium valerioi,"Cochranella valerioi (Dunn, 1931)",Cochranella,valerioi,"(Dunn, 1931)",,
55036,Hyalinobatrachium valerioi,"Cochranella reticulata Taylor, 1958",Cochranella,reticulata,"Taylor, 1958",,
55036,Hyalinobatrachium valerioi,"Centrolenella valerioi (Dunn, 1931)",Centrolenella,valerioi,"(Dunn, 1931)",,
55121,Silverstoneia nubicola,"Colostethus nubicola (Dunn, 1924)",Colostethus,nubicola,"(Dunn, 1924)",,
55121,Silverstoneia nubicola,"Phyllobates  nubicola ssp. nubicola (Dunn, 1924)",Phyllobates ,nubicola,,subspecies,"(Dunn, 1924)"
55121,Silverstoneia nubicola,"Phyllobates  nubicola Dunn, 1924",Phyllobates ,nubicola,"Dunn, 1924",,
55174,Dendrobates auratus,"Dendrobates  latimaculatus Günther, 1859",Dendrobates ,latimaculatus,"Günther, 1859",,
55174,Dendrobates auratus,"Hylaplesia aurata (Girard, 1855)",Hylaplesia,aurata,"(Girard, 1855)",,
55174,Dendrobates auratus,"Dendrobates  amoenus Werner, 1901",Dendrobates ,amoenus,"Werner, 1901",,
55174,Dendrobates auratus,"Dendrobates auratus (Girard, 1855)",Dendrobates,auratus,"(Girard, 1855)",,
55174,Dendrobates auratus,"Hylaplesia tinctoria ssp. latimaculata Dunn, 1941",Hylaplesia,tinctoria,,subspecies,"Dunn, 1941"
55174,Dendrobates auratus,"Dendrobates  tinctorius ssp. auratus Laurent, 1942",Dendrobates ,tinctorius,,subspecies,"Laurent, 1942"
55174,Dendrobates auratus,"Phyllobates auratus Girard, 1855",Phyllobates,auratus,"Girard, 1855",,
55186,Oophaga granulifera,"Dendrobates granulifer Duellman, 1993",Dendrobates,granulifer,"Duellman, 1993",,
55186,Oophaga granulifera,"Ranitomeya granuliferus (Taylor, 1958)",Ranitomeya,granuliferus,"(Taylor, 1958)",,
55186,Oophaga granulifera,"Dendrobates granuliferus Taylor, 1958",Dendrobates,granuliferus,"Taylor, 1958",,
55196,Oophaga pumilio,"Dendrobates pumilio Schmidt, 1857",Dendrobates,pumilio,"Schmidt, 1857",,
55196,Oophaga pumilio,"Hylaplesia pumilio (Schmidt, 1857)",Hylaplesia,pumilio,"(Schmidt, 1857)",,
55196,Oophaga pumilio,"Dendrobates typographus Keferstein, 1867",Dendrobates,typographus,"Keferstein, 1867",,
55196,Oophaga pumilio,"Dendrobates ignitus Cope, 1874",Dendrobates,ignitus,"Cope, 1874",,
55196,Oophaga pumilio,"Hylaplesia typographa (Keferstein, 1867)",Hylaplesia,typographa,"(Keferstein, 1867)",,
55196,Oophaga pumilio,"Hylaplesia ignita (Cope, 1874)",Hylaplesia,ignita,"(Cope, 1874)",,
55196,Oophaga pumilio,"Dendrobates typographicus Oertter, 1951",Dendrobates,typographicus,"Oertter, 1951",,
55196,Oophaga pumilio,"Dendrobates galindoi Trapido, 1953",Dendrobates,galindoi,"Trapido, 1953",,
55263,Phyllobates lugubris,"Dendrobates lugubris Schmidt, 1857",Dendrobates,lugubris,"Schmidt, 1857",,
55263,Phyllobates lugubris,"Hylaplesia lugubris (Schmidt, 1857)",Hylaplesia,lugubris,"(Schmidt, 1857)",,
55263,Phyllobates lugubris,"Phyllobates beatriciae Barbour & Dunn, 1921",Phyllobates,beatriciae,"Barbour & Dunn, 1921",,
151594717,Cruziohyla calcarifer,"Agalychnis calcarifer Boulenger, 1902",Agalychnis,calcarifer,"Boulenger, 1902",,
55290,Agalychnis callidryas,"Agalychnis helenae Cope, 1885",Agalychnis,helenae,"Cope, 1885",,
55290,Agalychnis callidryas,"Phyllomedusa  helenae (Cope, 1885)",Phyllomedusa ,helenae,"(Cope, 1885)",,
55290,Agalychnis callidryas,"Agalychnis callidryas ssp. taylori Funkhouser, 1957",Agalychnis,callidryas,,subspecies,"Funkhouser, 1957"
55290,Agalychnis callidryas,"Phyllomedusa  callidryas (Cope, 1862)",Phyllomedusa ,callidryas,"(Cope, 1862)",,
55290,Agalychnis callidryas,"Agalychnis  callidryas ssp. callidryas  (Cope, 1862)",Agalychnis ,callidryas,,subspecies,"(Cope, 1862)"
55290,Agalychnis callidryas,"Hyla  callidryas  Cope, 1862",Hyla ,callidryas ,"Cope, 1862",,
77651850,Agalychnis spurrelli,"Phyllomedusa litodryas Duellman & Trueb, 1967",Phyllomedusa,litodryas,"Duellman & Trueb, 1967",,
77651850,Agalychnis spurrelli,"Phyllomedusa spurrelli (Boulenger, 1913)",Phyllomedusa,spurrelli,"(Boulenger, 1913)",,
